instance_name,X_0,X_1,X_2,X_3,action,epsilon,X_0,X_1,X_2,X_3
cartpole_case_safe_58.vnnlib,-0.25329267999999999228,-0.05479556700000000335,-0.01756097599999999898,-0.29453259999999997776,1,0.5,0,0,0,0
cartpole_case_safe_59.vnnlib,-0.24485323999999997202,-0.24846599999999996466,-0.05324168499999999693,-0.03387898599999999982,1,0.5,0,0,0,0
cartpole_case_safe_60.vnnlib,0.41173707999999997753,-0.68754890000000001837,0.10587071600000000360,0.93054353999999994684,1,0.5,0,1,1,1
cartpole_case_safe_61.vnnlib,-0.25581375000000000641,-0.44113794000000000617,-0.06213011599999999912,0.20523616999999999555,1,0.5,0,0,0,0
cartpole_case_safe_62.vnnlib,-0.24982255999999997131,-0.05262256800000000151,-0.05391926300000000200,-0.34287349999999999772,0,0.5,0,0,0,0
cartpole_case_safe_63.vnnlib,0.45278089999999998616,-0.10101419999999999844,0.04682791599999999721,0.02239143000000000036,0,0.5,0,0,0,0
cartpole_case_safe_64.vnnlib,-0.24308813000000001336,0.14303716999999999127,-0.07210168999999999606,-0.64838695999999995667,0,0.5,0,0,0,0
cartpole_case_safe_65.vnnlib,0.42936748000000002357,-0.88152014999999994682,0.08194150999999999518,1.19646040000000009051,1,0.5,0,1,1,1
cartpole_case_safe_66.vnnlib,-0.27325045999999997282,-0.05361414999999999931,-0.01849094399999999874,-0.32060053999999998942,1,0.5,0,0,0,0
cartpole_case_safe_67.vnnlib,-0.03123238999999999876,-0.23843982999999999151,-0.05893343999999999666,0.14555841999999999392,0,0.5,0,0,0,0
cartpole_case_safe_68.vnnlib,-0.26361698000000000075,-0.05114646600000000154,-0.05044141800000000175,-0.37540704000000002516,0,0.5,0,0,0,0
cartpole_case_safe_69.vnnlib,-0.25584497999999999962,-0.44165169999999998041,-0.06144235299999999816,0.21658525000000000693,1,0.5,0,0,0,0
cartpole_case_safe_70.vnnlib,-0.25870021999999998075,-0.24762408000000002417,-0.04861117999999999689,-0.05246878399999999748,1,0.5,0,0,0,0
cartpole_case_safe_71.vnnlib,-0.03600118699999999700,-0.43267043999999998949,-0.05602226999999999901,0.41908215999999998136,0,0.5,0,0,0,0
cartpole_case_safe_72.vnnlib,-0.24801053000000000681,-0.05100187300000000312,-0.07381793000000000382,-0.37911751999999998564,0,0.5,0,0,0,0
cartpole_case_safe_73.vnnlib,-0.26361698000000000075,-0.44132164000000001502,-0.05044141800000000175,0.20915069000000000021,1,0.5,0,0,0,0
cartpole_case_safe_74.vnnlib,-0.27432275000000000409,-0.24846794999999999298,-0.02490295500000000092,-0.03380583000000000199,1,0.5,0,0,0,0
cartpole_case_safe_75.vnnlib,-0.27926045999999998815,-0.44219589999999997509,-0.02626903499999999961,0.22823529000000000733,1,0.5,0,0,0,0
cartpole_case_safe_76.vnnlib,-0.25438860000000002026,0.14057230000000001113,-0.02345162799999999867,-0.59270184999999997455,0,0.5,0,0,0,0
cartpole_case_safe_77.vnnlib,0.45076062999999999548,-0.29677533999999999859,0.04727574400000000149,0.32947359999999997759,0,0.5,0,0,0,0
cartpole_case_safe_78.vnnlib,-0.26827066999999998886,-0.24899018000000000539,-0.01804535999999999987,-0.02227915499999999840,1,0.5,0,0,0,0
cartpole_case_safe_79.vnnlib,-0.27926045999999998815,-0.83240089999999999915,-0.02626903499999999961,0.81314399999999997792,1,0.5,0,0,0,0
cartpole_case_safe_80.vnnlib,-0.24983357000000000481,-0.05312562700000000165,-0.05367766000000000204,-0.33175947999999999549,0,0.5,0,0,0,0
cartpole_case_safe_81.vnnlib,-0.25329267999999999228,0.33544733999999998275,-0.01756097599999999898,-0.87988699999999997470,0,0.5,0,0,0,0
cartpole_case_safe_82.vnnlib,0.44295669999999998101,-0.29677357999999998128,0.05897190000000000071,0.32962582000000001381,0,0.5,0,0,0,0
cartpole_case_safe_83.vnnlib,-0.25584497999999999962,-0.05151152199999999709,-0.06144235299999999816,-0.36756094999999999740,0,0.5,0,0,0,0
cartpole_case_safe_84.vnnlib,0.49009754999999999292,-0.29520538000000001722,0.00585365850000000090,0.29452403999999998696,0,0.5,0,0,0,0
cartpole_case_safe_85.vnnlib,-0.26365270000000001760,-0.05184003000000000222,-0.04966055600000000153,-0.36008400000000001517,0,0.5,0,0,0,0
cartpole_case_safe_86.vnnlib,-0.25087500000000001465,0.14322335999999999401,-0.06077673299999999945,-0.65206010000000003135,0,0.5,0,0,0,0
cartpole_case_safe_87.vnnlib,-0.25938186000000001963,-0.44444072000000001132,-0.02360041800000000148,0.27775290000000002477,1,0.5,0,0,0,0
cartpole_case_safe_88.vnnlib,-0.03815267600000000342,-0.04416768299999999925,-0.04466396599999999939,-0.12877225999999999950,0,0.5,0,0,0,0
cartpole_case_safe_89.vnnlib,-0.03335376500000000050,0.15023728999999999556,-0.04823855700000000135,-0.40591860000000001829,0,0.5,0,0,0,0
cartpole_case_safe_9.vnnlib,0.45088673000000001334,-1.07596240000000009651,0.05249560000000000337,1.47229539999999992084,1,0.5,0,1,1,1
cartpole_case_safe_90.vnnlib,-0.25581375000000000641,-0.05099934700000000043,-0.06213011599999999912,-0.37889123000000002328,0,0.5,0,0,0,0
cartpole_case_safe_91.vnnlib,-0.25266144000000001490,0.14139313000000000575,-0.04145560999999999691,-0.61110246000000001398,0,0.5,0,0,0,0
cartpole_case_safe_92.vnnlib,-0.26650410000000002153,-0.63781710000000002569,-0.03691538999999999932,0.53231779999999995212,1,0.5,0,0,0,0
cartpole_case_safe_93.vnnlib,0.49209755999999998943,-0.09999998999999999694,0.00585365850000000004,-0.00000001090328899996,0,0.5,0,0,0,0
cartpole_case_safe_94.vnnlib,-0.24982255999999997131,-0.44278561999999999088,-0.05391926300000000200,0.24154175999999999425,1,0.5,0,0,0,0
cartpole_case_safe_95.vnnlib,0.48419343999999997497,-0.49041030000000002120,0.01174414000000000013,0.58904739999999999878,0,0.5,0,0,0,0
cartpole_case_safe_96.vnnlib,-0.27148739999999998984,0.33722696000000002003,-0.03728409500000000321,-0.91947794000000004910,0,0.5,0,0,0,0
cartpole_case_safe_97.vnnlib,-0.25266144000000001490,-0.24881521000000000887,-0.04145560999999999691,-0.02615469999999999948,1,0.5,0,0,0,0
cartpole_case_safe_98.vnnlib,-0.24658373000000000097,0.14056831999999999661,-0.03515871599999999958,-0.59277619999999997535,0,0.5,0,0,0,0
cartpole_case_safe_99.vnnlib,0.47438522999999999108,-0.68569469999999999033,0.02352508700000000008,0.88540649999999998521,0,0.5,0,0,0,0
cartpole_case_unsafe_0.vnnlib,0.10164230000000000487,0.98080829999999996627,-0.15651434999999999653,-1.59395799999999998597,0,0.5,0,0,0,0
cartpole_case_unsafe_1.vnnlib,0.48992427999999998978,0.09571340999999999877,-0.00633527500000000132,-0.30573050000000001614,0,0.5,1,0,1,1
cartpole_case_unsafe_10.vnnlib,-0.07038316000000000017,-0.58951469999999994709,0.10856180999999999470,0.97435373000000002897,1,0.5,0,0,1,0
cartpole_case_unsafe_11.vnnlib,0.03903232999999999703,0.97636389999999995126,-0.05871948999999999919,-1.48153259999999997731,0,0.5,0,0,0,0
cartpole_case_unsafe_12.vnnlib,0.04690782400000000074,0.39271255999999998831,-0.07200863999999999876,-0.64120750000000004132,0,0.5,0,0,0,0
cartpole_case_unsafe_13.vnnlib,0.07821907000000000165,0.20037708000000001296,-0.12101053999999999977,-0.41137950000000000905,0,0.5,0,0,0,0
cartpole_case_unsafe_15.vnnlib,0.45066961999999999300,-0.29782403000000001736,0.04928630600000000195,0.35265980000000002326,0,0.5,0,0,0,0
cartpole_case_unsafe_16.vnnlib,0.04692854700000000101,0.39336642999999998915,-0.07247281999999999336,-0.65568316000000004262,0,0.5,0,0,0,0
cartpole_case_unsafe_17.vnnlib,0.05473181000000000573,0.39336080000000001045,-0.08416112500000000329,-0.65610473999999996408,0,0.5,0,0,0,0
cartpole_case_unsafe_18.vnnlib,0.46054857999999998519,-0.10119027999999999357,0.03593659999999999910,0.02627263200000000409,0,0.5,0,0,0,0
cartpole_case_unsafe_19.vnnlib,0.46058907999999998406,-0.10066848000000000463,0.03504369799999999813,0.01475384500000000154,0,0.5,0,0,0,0
